ticker,stock_name,isin_code,market_type
083310.KQ,엘오티베큠,KR7083310003,KOSDAQ
064400.KS,LG씨엔에스,KR7064400005,KOSPI
037560.KS,LG헬로비전,KR7037560000,KOSPI
037950.KQ,엘컴텍,KR7037950003,KOSDAQ
225190.KQ,LK삼양,KR7225190008,KOSDAQ
489500.KQ,엘케이켐,KR7489500009,KOSDAQ
170920.KQ,엘티씨,KR7170920003,KOSDAQ
476080.KQ,M83,KR7476080007,KOSDAQ
058630.KQ,엠게임,KR7058630005,KOSDAQ
226590.KQ,엠디바이스,KR7226590008,KOSDAQ
058970.KQ,엠로,KR7058970005,KOSDAQ
097520.KS,엠씨넥스,KR7097520001,KOSPI
373170.KQ,엠아이큐브솔루션,KR7373170000,KOSDAQ
179290.KQ,엠아이텍,KR7179290002,KOSDAQ
484870.KS,엠앤씨솔루션,KR7484870001,KOSPI
009780.KQ,엠에스씨,KR7009780008,KOSDAQ
123040.KQ,엠에스오토텍,KR7123040008,KOSDAQ
432980.KQ,엠에프씨,KR7432980001,KOSDAQ
413390.KQ,엠오티,KR7413390006,KOSDAQ
032790.KQ,엠젠솔루션,KR7032790008,KOSDAQ
033160.KQ,엠케이전자,KR7033160003,KOSDAQ
347890.KQ,엠투아이,KR7347890006,KOSDAQ
033310.KQ,엠투엔,KR7033310004,KOSDAQ
259630.KQ,엠플러스,KR7259630002,KOSDAQ
105550.KQ,엣지파운드리,KR7105550008,KOSDAQ
060850.KQ,영림원소프트랩,KR7060850005,KOSDAQ
014440.KS,영보화학,KR7014440002,KOSPI
143540.KQ,영우디에스피,KR7143540003,KOSDAQ
111770.KS,영원무역,KR7111770004,KOSPI
009970.KS,영원무역홀딩스,KR7009970005,KOSPI
003520.KS,영진약품,KR7003520004,KOSPI
000670.KS,영풍,KR7000670000,KOSPI
006740.KS,영풍제지,KR7006740005,KOSPI
012280.KS,영화금속,KR7012280004,KOSPI
265560.KQ,영화테크,KR7265560003,KOSDAQ
012160.KS,영흥,KR7012160008,KOSPI
036000.KQ,예림당,KR7036000008,KOSDAQ
250930.KQ,예선테크,KR7250930005,KOSDAQ
053280.KQ,예스24,KR7053280004,KOSDAQ
122640.KQ,예스티,KR7122640006,KOSDAQ
476040.KQ,오가노이드사이언스,KR7476040001,KOSDAQ
900300.KQ,오가닉티코스메틱,HK0000312568,KOSDAQ
045060.KQ,오공,KR7045060001,KOSDAQ
192410.KQ,오늘이엔엠,KR7192410009,KOSDAQ
080520.KQ,오디텍,KR7080520000,KOSDAQ
007310.KS,오뚜기,KR7007310006,KOSPI
039830.KQ,오로라,KR7039830005,KOSDAQ
322310.KQ,오로스테크놀로지,KR7322310004,KOSDAQ
046120.KQ,오르비텍,KR7046120002,KOSDAQ
475830.KQ,오름테라퓨틱,KR7475830006,KOSDAQ
014940.KQ,오리엔탈정공,KR7014940001,KOSDAQ
002630.KS,오리엔트바이오,KR7002630002,KOSPI
065500.KQ,오리엔트정공,KR7065500001,KOSDAQ
271560.KS,오리온,KR7271560005,KOSPI
001800.KS,오리온홀딩스,KR7001800002,KOSPI
010470.KQ,오리콤,KR7010470003,KOSDAQ
417860.KQ,오브젠,KR7417860004,KOSDAQ
352910.KQ,오비고,KR7352910004,KOSDAQ
053980.KQ,오상자이엘,KR7053980009,KOSDAQ
036220.KQ,오상헬스케어,KR7036220002,KOSDAQ
052420.KQ,오성첨단소재,KR7052420007,KOSDAQ
052300.KQ,오션인더블유,KR7052300001,KOSDAQ
039200.KQ,오스코텍,KR7039200001,KOSDAQ
031510.KQ,오스템,KR7031510001,KOSDAQ
010060.KS,OCI홀딩스,KR7010060002,KOSPI
368970.KQ,오에스피,KR7368970000,KOSDAQ
138080.KQ,오이솔루션,KR7138080007,KOSDAQ
080580.KQ,오킨스전자,KR7080580004,KOSDAQ
067170.KQ,오텍,KR7067170001,KOSDAQ
353590.KQ,오토앤,KR7353590003,KOSDAQ
173130.KQ,오파스넷,KR7173130006,KOSDAQ
049480.KQ,오픈베이스,KR7049480007,KOSDAQ
394280.KQ,오픈엣지테크놀로지,KR7394280002,KOSDAQ
309930.KQ,오하임앤컴퍼니,KR7309930006,KOSDAQ
476060.KQ,온코닉테라퓨틱스,KR7476060009,KOSDAQ
382150.KQ,온코크로스,KR7382150001,KOSDAQ
005320.KS,온타이드,KR7005320007,KOSPI
244460.KQ,올리패스,KR7244460002,KOSDAQ
226950.KQ,올릭스,KR7226950004,KOSDAQ
057540.KQ,옴니시스템,KR7057540007,KOSDAQ
131030.KQ,옵투스제약,KR7131030009,KOSDAQ
082210.KQ,옵트론텍,KR7082210006,KOSDAQ
109080.KQ,옵티시스,KR7109080002,KOSDAQ
380540.KQ,옵티코어,KR7380540005,KOSDAQ
153710.KQ,옵티팜,KR7153710009,KOSDAQ
051390.KQ,YW,KR7051390003,KOSDAQ
432430.KQ,와이랩,KR7432430007,KOSDAQ
338840.KQ,와이바이오로직스,KR7338840002,KOSDAQ
057030.KQ,YBM넷,KR7057030009,KOSDAQ
122990.KQ,와이솔,KR7122990005,KOSDAQ
232140.KQ,와이씨,KR7232140004,KOSDAQ
112290.KQ,와이씨켐,KR7112290002,KOSDAQ
065530.KQ,와이어블,KR7065530008,KOSDAQ
067900.KQ,와이엔텍,KR7067900001,KOSDAQ
007530.KQ,와이엠,KR7007530009,KOSDAQ
155650.KQ,와이엠씨,KR7155650005,KOSDAQ
273640.KQ,와이엠텍,KR7273640003,KOSDAQ
251370.KQ,와이엠티,KR7251370003,KOSDAQ
209640.KQ,와이제이링크,KR7209640002,KOSDAQ
096250.KQ,와이즈넛,KR7096250006,KOSDAQ
273060.KQ,와이즈버즈,KR7273060004,KOSDAQ
019210.KQ,와이지-원,KR7019210004,KOSDAQ
122870.KQ,와이지엔터테인먼트,KR7122870009,KOSDAQ
037270.KS,YG PLUS,KR7037270006,KOSPI
011690.KS,와이투솔루션,KR7011690005,KOSPI
040300.KQ,YTN,KR7040300006,KOSDAQ
079000.KQ,와토스코리아,KR7079000006,KOSDAQ
316140.KS,우리금융지주,KR7316140003,KOSPI
032820.KQ,우리기술,KR7032820003,KOSDAQ
041190.KQ,우리기술투자,KR7041190000,KOSDAQ
115440.KQ,우리넷,KR7115440000,KOSDAQ
046970.KQ,우리로,KR7046970000,KOSDAQ
082850.KQ,우리바이오,KR7082850009,KOSDAQ
215360.KQ,우리산업,KR7215360009,KOSDAQ
072470.KQ,우리산업홀딩스,KR7072470008,KOSDAQ
073560.KQ,우리손에프앤지,KR7073560005,KOSDAQ
037400.KQ,우리엔터프라이즈,KR7037400009,KOSDAQ
153490.KQ,우리이앤엘,KR7153490008,KOSDAQ
101170.KQ,우림피티에스,KR7101170009,KOSDAQ
006980.KS,우성,KR7006980007,KOSPI
066590.KQ,우수AMS,KR7066590001,KOSDAQ
017370.KS,우신시스템,KR7017370008,KOSPI
103840.KQ,우양,KR7103840005,KOSDAQ
101970.KQ,우양에이치씨,KR7101970002,KOSDAQ
046940.KQ,우원개발,KR7046940003,KOSDAQ
215380.KQ,우정바이오,KR7215380007,KOSDAQ
065680.KQ,우주일렉트로,KR7065680001,KOSDAQ
105840.KS,우진,KR7105840003,KOSPI
018620.KQ,우진비앤지,KR7018620005,KOSDAQ
010400.KS,우진아이엔에스,KR7010400000,KOSPI
457550.KQ,우진엔텍,KR7457550002,KOSDAQ
049800.KS,우진플라임,KR7049800006,KOSPI
016880.KS,웅진,KR7016880007,KOSPI
095720.KS,웅진씽크빅,KR7095720009,KOSPI
396470.KQ,워트,KR7396470007,KOSDAQ
005820.KS,원림,KR7005820006,KOSPI
307280.KQ,원바이오젠,KR7307280008,KOSDAQ
032940.KQ,원익,KR7032940009,KOSDAQ
104830.KQ,원익머트리얼즈,KR7104830005,KOSDAQ
014190.KQ,원익큐브,KR7014190003,KOSDAQ
217820.KQ,원익피앤이,KR7217820000,KOSDAQ
030530.KQ,원익홀딩스,KR7030530000,KOSDAQ
012620.KQ,원일특강,KR7012620001,KOSDAQ
136150.KQ,원일티엔아이,KR7136150000,KOSDAQ
382840.KQ,원준,KR7382840007,KOSDAQ
336570.KQ,원텍,KR7336570007,KOSDAQ
376980.KQ,원티드랩,KR7376980009,KOSDAQ
008370.KQ,원풍,KR7008370009,KOSDAQ
008290.KQ,원풍물산,KR7008290009,KOSDAQ
101160.KQ,월덱스,KR7101160000,KOSDAQ
336060.KQ,웨이버스,KR7336060009,KOSDAQ
095270.KQ,웨이브일렉트로,KR7095270005,KOSDAQ
289930.KQ,웨이비스,KR7289930000,KOSDAQ
010600.KS,웰바이오텍,KR7010600005,KOSPI
065950.KQ,웰크론,KR7065950008,KOSDAQ
076080.KQ,웰크론한텍,KR7076080001,KOSDAQ
043590.KQ,웰킵스하이텍,KR7043590009,KOSDAQ
196700.KQ,웹스,KR7196700009,KOSDAQ
053580.KQ,웹케시,KR7053580007,KOSDAQ
479960.KQ,위너스,KR7479960007,KOSDAQ
377460.KQ,위니아에이드,KR7377460001,KOSDAQ
044340.KQ,위닉스,KR7044340008,KOSDAQ
330350.KQ,위더스제약,KR7330350000,KOSDAQ
348350.KQ,위드텍,KR7348350000,KOSDAQ
112040.KQ,위메이드,KR7112040001,KOSDAQ
101730.KQ,위메이드맥스,KR7101730000,KOSDAQ
123420.KQ,위메이드플레이,KR7123420002,KOSDAQ
065370.KQ,위세아이텍,KR7065370009,KOSDAQ
038620.KQ,위즈코프,KR7038620001,KOSDAQ
299900.KQ,위지윅스튜디오,KR7299900001,KOSDAQ
036090.KQ,위지트,KR7036090009,KOSDAQ
459100.KQ,위츠,KR7459100004,KOSDAQ
136540.KQ,윈스테크넷,KR7136540002,KOSDAQ
097800.KQ,윈팩,KR7097800007,KOSDAQ
192390.KQ,윈하이텍,KR7192390003,KOSDAQ
008600.KS,윌비스,KR7008600009,KOSPI
335870.KQ,윙스풋,KR7335870002,KOSDAQ
900340.KQ,윙입푸드,HK0000449303,KOSDAQ
014830.KS,유니드,KR7014830004,KOSPI
446070.KS,유니드비티플러스,KR7446070005,KOSPI
036200.KQ,유니셈,KR7036200004,KOSDAQ
018000.KQ,유니슨,KR7018000000,KOSDAQ
047400.KS,유니온머티리얼,KR7047400007,KOSPI
203450.KQ,유니온바이오메트릭스,KR7203450002,KOSDAQ
000910.KS,유니온,KR7000910000,KOSPI
011330.KS,유니켐,KR7011330008,KOSPI
077500.KS,유니퀘스트,KR7077500007,KOSPI
011320.KQ,유니크,KR7011320009,KOSDAQ
086390.KQ,유니테스트,KR7086390002,KOSDAQ
241690.KQ,유니테크노,KR7241690007,KOSDAQ
142210.KQ,유니트론텍,KR7142210004,KOSDAQ
389680.KQ,유디엠텍,KR7389680000,KOSDAQ
088340.KQ,유라클,KR7088340005,KOSDAQ
048430.KQ,유라테크,KR7048430003,KOSDAQ
206650.KQ,유바이오로직스,KR7206650004,KOSDAQ
089850.KQ,유비벨록스,KR7089850002,KOSDAQ
084440.KQ,유비온,KR7084440007,KOSDAQ
032620.KQ,유비케어,KR7032620007,KOSDAQ
264450.KQ,유비쿼스,KR7264450008,KOSDAQ
078070.KQ,유비쿼스홀딩스,KR7078070000,KOSDAQ
002920.KS,유성기업,KR7002920007,KOSPI
024800.KQ,유성티엔에스,KR7024800005,KOSDAQ
000700.KS,유수홀딩스,KR7000700005,KOSPI
054930.KQ,유신,KR7054930003,KOSDAQ
069330.KQ,유아이디,KR7069330009,KOSDAQ
049520.KQ,유아이엘,KR7049520000,KOSDAQ
444920.KQ,유안타제11호스팩,KR7444920003,KOSDAQ
446150.KQ,유안타제12호스팩,KR7446150005,KOSDAQ
449020.KQ,유안타제13호스팩,KR7449020007,KOSDAQ
450940.KQ,유안타제14호스팩,KR7450940002,KOSDAQ
473050.KQ,유안타제15호스팩,KR7473050003,KOSDAQ
474490.KQ,유안타제16호스팩,KR7474490000,KOSDAQ
493790.KQ,유안타제17호스팩,KR7493790000,KOSDAQ
003475.KS,유안타증권우,KR7003471000,KOSPI
003470.KS,유안타증권,KR7003470002,KOSPI
263770.KQ,유에스티,KR7263770000,KOSDAQ
072130.KS,유엔젤,KR7072130008,KOSPI
000225.KS,유유제약1우,KR7000221002,KOSPI
000227.KS,유유제약2우B,KR7000222000,KOSPI
000220.KS,유유제약,KR7000220004,KOSPI
388720.KQ,유일로보틱스,KR7388720005,KOSDAQ
340930.KQ,유일에너테크,KR7340930007,KOSDAQ
023410.KQ,유진기업,KR7023410004,KOSDAQ
468760.KQ,유진스팩10호,KR7468760004,KOSDAQ
488060.KQ,유진스팩11호,KR7488060005,KOSDAQ
056080.KQ,유진로봇,KR7056080005,KOSDAQ
084370.KQ,유진테크,KR7084370006,KOSDAQ
240600.KQ,유진테크놀로지,KR7240600007,KOSDAQ
001200.KS,유진투자증권,KR7001200005,KOSPI
221800.KQ,유투바이오,KR7221800006,KOSDAQ
179900.KQ,유티아이,KR7179900006,KOSDAQ
263050.KQ,유틸렉스,KR7263050007,KOSDAQ
000105.KS,유한양행우,KR7000101006,KOSPI
000100.KS,유한양행,KR7000100008,KOSPI
003465.KS,유화증권우,KR7003461001,KOSPI
003460.KS,유화증권,KR7003460003,KOSPI
191410.KQ,육일씨엔에쓰,KR7191410000,KOSDAQ
372170.KQ,윤성에프앤씨,KR7372170001,KOSDAQ
146060.KQ,율촌,KR7146060009,KOSDAQ
008730.KS,율촌화학,KR7008730004,KOSPI
072770.KQ,율호,KR7072770001,KOSDAQ
008250.KS,이건산업,KR7008250003,KOSPI
039020.KQ,이건홀딩스,KR7039020003,KOSDAQ
025820.KS,이구산업,KR7025820002,KOSPI
067920.KQ,이글루,KR7067920009,KOSDAQ
044960.KQ,이글벳,KR7044960003,KOSDAQ
303530.KQ,이노뎁,KR7303530000,KOSDAQ
296640.KQ,이노룰스,KR7296640006,KOSDAQ
302430.KQ,이노메트리,KR7302430004,KOSDAQ
214320.KS,이노션,KR7214320004,KOSPI
462350.KQ,이노스페이스,KR7462350000,KOSDAQ
274400.KQ,이노시뮬레이션,KR7274400001,KOSDAQ
073490.KQ,이노와이어리스,KR7073490005,KOSDAQ
215790.KQ,이노인스트루먼트,KR7215790007,KOSDAQ
344860.KQ,이노진,KR7344860002,KOSDAQ
088390.KQ,이녹스,KR7088390000,KOSDAQ
053350.KQ,이니텍,KR7053350005,KOSDAQ
452400.KQ,이닉스,KR7452400005,KOSDAQ
264850.KQ,이랜시스,KR7264850009,KOSDAQ
054210.KQ,이랜텍,KR7054210000,KOSDAQ
009730.KQ,이렘,KR7009730003,KOSDAQ
065440.KQ,이루온,KR7065440000,KOSDAQ
088260.KS,이리츠코크렙,KR7088260005,KOSPI
139480.KS,이마트,KR7139480008,KOSPI
424870.KQ,이뮨온시아,KR7424870004,KOSDAQ
115610.KQ,이미지스,KR7115610008,KOSDAQ
478110.KQ,이베스트스팩6호,KR7478110000,KOSDAQ
131400.KQ,이브이첨단소재,KR7131400004,KOSDAQ
351330.KQ,이삭엔지니어링,KR7351330006,KOSDAQ
080010.KQ,이상네트웍스,KR7080010002,KOSDAQ
457190.KS,이수스페셜티케미컬,KR7457190007,KOSPI
086890.KQ,이수앱지스,KR7086890001,KOSDAQ
007660.KS,이수페타시스,KR7007660004,KOSPI
005950.KS,이수화학,KR7005950001,KOSPI
015020.KS,이스타코,KR7015020001,KOSPI
047560.KQ,이스트소프트,KR7047560008,KOSDAQ
900110.KQ,이스트아시아홀딩스,HK0000057197,KOSDAQ
239340.KQ,이스트에이드,KR7239340003,KOSDAQ
067010.KQ,이씨에스,KR7067010009,KOSDAQ
093230.KS,이아이디,KR7093230001,KOSPI
418620.KQ,E8,KR7418620001,KOSDAQ
456070.KQ,이엔셀,KR7456070002,KOSDAQ
102710.KQ,이엔에프테크놀로지,KR7102710001,KOSDAQ
074610.KS,이엔플러스,KR7074610007,KOSPI
041520.KQ,이엘씨,KR7041520008,KOSDAQ
063760.KQ,이엘피,KR7063760003,KOSDAQ
123570.KQ,이엠넷,KR7123570004,KOSDAQ
083470.KQ,이엠앤아이,KR7083470005,KOSDAQ
095190.KQ,이엠코리아,KR7095190005,KOSDAQ
091120.KQ,이엠텍,KR7091120006,KOSDAQ
102460.KS,이연제약,KR7102460003,KOSPI
294090.KQ,이오플로우,KR7294090006,KOSDAQ
245620.KQ,EDGC,KR7245620000,KOSDAQ
088290.KQ,이원컴포텍,KR7088290002,KOSDAQ
084680.KS,이월드,KR7084680008,KOSPI
037370.KQ,EG,KR7037370004,KOSDAQ
353810.KQ,이지바이오,KR7353810005,KOSDAQ
350520.KS,이지스레지던스리츠,KR7350520003,KOSPI
334890.KS,이지스밸류플러스리츠,KR7334890001,KOSPI
099750.KQ,이지케어텍,KR7099750002,KOSDAQ
377330.KQ,이지트로닉스,KR7377330006,KOSDAQ
035810.KQ,이지홀딩스,KR7035810001,KOSDAQ
092130.KQ,이크레더블,KR7092130004,KOSDAQ
096040.KQ,이트론,KR7096040001,KOSDAQ
134060.KQ,이퓨쳐,KR7134060003,KOSDAQ
001840.KQ,이화공영,KR7001840008,KOSDAQ
000760.KS,이화산업,KR7000760009,KOSPI
024810.KQ,이화전기,KR7024810004,KOSDAQ
014990.KS,인디에프,KR7014990006,KOSPI
041830.KQ,인바디,KR7041830001,KOSDAQ
352940.KQ,인바이오,KR7352940001,KOSDAQ
101140.KS,인바이오젠,KR7101140002,KOSPI
079950.KQ,인베니아,KR7079950002,KOSDAQ
389470.KQ,인벤티지랩,KR7389470006,KOSDAQ
277410.KQ,인산가,KR7277410007,KOSDAQ
060150.KQ,인선이엔티,KR7060150000,KOSDAQ
033230.KQ,인성정보,KR7033230004,KOSDAQ
450520.KQ,인스웨이브,KR7450520002,KOSDAQ
006490.KS,인스코비,KR7006490007,KOSPI
465480.KQ,인스피언,KR7465480002,KOSDAQ
037330.KQ,인지디스플레,KR7037330008,KOSDAQ
100030.KQ,인지소프트,KR7100030006,KOSDAQ
023800.KS,인지컨트롤스,KR7023800006,KOSPI
034590.KS,인천도시가스,KR7034590000,KOSPI
211050.KQ,인카금융서비스,KR7211050000,KOSDAQ
083640.KQ,인콘,KR7083640003,KOSDAQ
064090.KQ,인크레더블버즈,KR7064090004,KOSDAQ
216050.KQ,인크로스,KR7216050005,KOSDAQ
049070.KQ,인탑스,KR7049070006,KOSDAQ
119610.KQ,인터로조,KR7119610004,KOSDAQ
017250.KQ,인터엠,KR7017250002,KOSDAQ
129260.KS,인터지스,KR7129260006,KOSPI
051370.KQ,인터플렉스,KR7051370005,KOSDAQ
064290.KQ,인텍플러스,KR7064290000,KOSDAQ
189300.KQ,인텔리안테크,KR7189300007,KOSDAQ
287840.KQ,인투셀,KR7287840003,KOSDAQ
150840.KQ,인트로메딕,KR7150840007,KOSDAQ
048530.KQ,인트론바이오,KR7048530000,KOSDAQ
023810.KS,인팩,KR7023810005,KOSPI
115310.KQ,인포바인,KR7115310005,KOSDAQ
039290.KQ,인포뱅크,KR7039290002,KOSDAQ
071200.KQ,인피니트헬스케어,KR7071200000,KOSDAQ
101930.KQ,인화정공,KR7101930006,KOSDAQ
249420.KS,일동제약,KR7249420001,KOSPI
000230.KS,일동홀딩스,KR7000230003,KOSPI
013360.KS,일성건설,KR7013360003,KOSPI
003120.KS,일성아이에스,KR7003120003,KOSPI
333430.KQ,일승,KR7333430007,KOSDAQ
068330.KQ,일신바이오,KR7068330000,KOSDAQ
003200.KS,일신방직,KR7003200003,KOSPI
007110.KS,일신석재,KR7007110000,KOSPI
007575.KS,일양약품우,KR7007571003,KOSPI
007570.KS,일양약품,KR7007570005,KOSPI
178780.KQ,일월지엠엘,KR7178780003,KOSDAQ
008500.KS,일정실업,KR7008500001,KOSPI
019540.KQ,일지테크,KR7019540004,KOSDAQ
081000.KS,일진다이아,KR7081000002,KOSPI
020760.KS,일진디스플,KR7020760005,KOSPI
103590.KS,일진전기,KR7103590006,KOSPI
094820.KQ,일진파워,KR7094820008,KOSDAQ
271940.KS,일진하이솔루스,KR7271940009,KOSPI
015860.KS,일진홀딩스,KR7015860000,KOSPI
226320.KS,잇츠한불,KR7226320000,KOSPI
950140.KQ,잉글우드랩,KR8840110108,KOSDAQ
049550.KQ,잉크테크,KR7049550007,KOSDAQ
389020.KQ,자람테크놀로지,KR7389020009,KOSDAQ
254120.KQ,자비스,KR7254120009,KOSDAQ
043910.KQ,자연과환경,KR7043910009,KOSDAQ
234920.KQ,자이글,KR7234920007,KOSDAQ
289220.KQ,자이언트스텝,KR7289220006,KOSDAQ
317400.KS,자이에스앤디,KR7317400000,KOSPI
033240.KS,자화전자,KR7033240003,KOSPI
174880.KQ,장원테크,KR7174880005,KOSDAQ
049630.KQ,재영솔루텍,KR7049630007,KOSDAQ
417840.KQ,저스템,KR7417840006,KOSDAQ
000950.KS,전방,KR7000950006,KOSPI
079900.KS,전진건설로봇,KR7079900007,KOSPI
110020.KQ,전진바이오팜,KR7110020005,KOSDAQ
208140.KQ,정다운,KR7208140004,KOSDAQ
040420.KQ,정상제이엘에스,KR7040420002,KOSDAQ
045510.KQ,정원엔시스,KR7045510005,KOSDAQ
217190.KQ,제너셈,KR7217190008,KOSDAQ
095700.KQ,제넥신,KR7095700001,KOSDAQ
122310.KQ,제노레이,KR7122310006,KOSDAQ
361390.KQ,제노코,KR7361390008,KOSDAQ
225220.KQ,제놀루션,KR7225220003,KOSDAQ
123330.KQ,제닉,KR7123330003,KOSDAQ
381620.KQ,제닉스,KR7381620004,KOSDAQ
159580.KQ,제로투세븐,KR7159580000,KOSDAQ
147830.KQ,제룡산업,KR7147830004,KOSDAQ
033100.KQ,제룡전기,KR7033100009,KOSDAQ
079370.KQ,제우스,KR7079370003,KOSDAQ
067290.KQ,JW신약,KR7067290007,KOSDAQ
054950.KQ,제이브이엠,KR7054950001,KOSDAQ
023440.KQ,제이스코홀딩스,KR7023440001,KOSDAQ
090470.KQ,제이스텍,KR7090470006,KOSDAQ
137950.KQ,제이씨케미칼,KR7137950002,KOSDAQ
033320.KQ,제이씨현시스템,KR7033320003,KOSDAQ
417500.KQ,제이아이테크,KR7417500006,KOSDAQ
348950.KS,제이알글로벌리츠,KR7348950007,KOSPI
204270.KQ,제이앤티씨,KR7204270003,KOSDAQ
127120.KQ,제이에스링크,KR7127120004,KOSDAQ
194370.KS,제이에스코퍼레이션,KR7194370003,KOSPI
026040.KQ,제이에스티나,KR7026040006,KOSDAQ
452160.KQ,제이엔비,KR7452160005,KOSDAQ
126880.KQ,제이엔케이글로벌,KR7126880004,KOSDAQ
322510.KQ,제이엘케이,KR7322510009,KOSDAQ
033050.KQ,제이엠아이,KR7033050006,KOSDAQ
094970.KQ,제이엠티,KR7094970001,KOSDAQ
418550.KQ,제이오,KR7418550000,KOSDAQ
025620.KS,제이준코스메틱,KR7025620006,KOSPI
420570.KQ,제이투케이바이오,KR7420570004,KOSDAQ
089790.KQ,제이티,KR7089790000,KOSDAQ
950170.KQ,JTC,KR8392080006,KOSDAQ
030000.KS,제일기획,KR7030000004,KOSPI
052670.KQ,제일바이오,KR7052670007,KOSDAQ
271980.KS,제일약품,KR7271980005,KOSPI
412540.KQ,제일엠앤에스,KR7412540007,KOSDAQ
001560.KS,제일연마,KR7001560002,KOSPI
199820.KQ,제일일렉트릭,KR7199820002,KOSDAQ
038010.KQ,제일테크노스,KR7038010005,KOSDAQ
002620.KS,제일파마홀딩스,KR7002620003,KOSPI
080220.KQ,제주반도체,KR7080220007,KOSDAQ
006220.KS,제주은행,KR7006220008,KOSPI
089590.KS,제주항공,KR7089590004,KOSPI
216080.KQ,제테마,KR7216080002,KOSDAQ
337930.KQ,젝시믹스,KR7337930002,KOSDAQ
229000.KQ,젠큐릭스,KR7229000005,KOSDAQ
082270.KQ,젬백스,KR7082270000,KOSDAQ
044060.KQ,조광ILI,KR7044060002,KOSDAQ
004910.KS,조광페인트,KR7004910006,KOSPI
004700.KS,조광피혁,KR7004700001,KOSPI
001550.KS,조비,KR7001550003,KOSPI
462520.KS,조선내화,KR7462520008,KOSPI
120030.KS,조선선재,KR7120030002,KOSPI
034940.KQ,조아제약,KR7034940007,KOSDAQ
067000.KQ,조이시티,KR7067000000,KOSDAQ
018470.KS,조일알미늄,KR7018470005,KOSPI
002600.KS,조흥,KR7002600005,KOSPI
063160.KS,종근당바이오,KR7063160006,KOSPI
185750.KS,종근당,KR7185750007,KOSPI
001630.KS,종근당홀딩스,KR7001630003,KOSPI
033340.KQ,좋은사람들,KR7033340001,KOSDAQ
109070.KS,주성코퍼레이션,KR7109070003,KOSPI
357580.KQ,아모센스,KR7357580000,KOSDAQ
226400.KQ,오스테오닉,KR7226400000,KOSDAQ
440320.KQ,오픈놀,KR7440320000,KOSDAQ
348080.KQ,큐라티스,KR7348080003,KOSDAQ
023450.KS,동남합성,KR7023450000,KOSPI
002380.KS,KCC,KR7002380004,KOSPI
044380.KS,주연테크,KR7044380004,KOSPI
024110.KS,기업은행,KR7024110009,KOSPI
072020.KQ,중앙백신,KR7072020001,KOSDAQ
000440.KQ,중앙에너비스,KR7000440008,KOSDAQ
051980.KQ,중앙첨단소재,KR7051980001,KOSDAQ
228760.KQ,지노믹트리,KR7228760005,KOSDAQ
314130.KQ,지놈앤컴퍼니,KR7314130006,KOSDAQ
013890.KS,지누스,KR7013890009,KOSPI
389030.KQ,지니너스,KR7389030008,KOSDAQ
263860.KQ,지니언스,KR7263860009,KOSDAQ
303030.KQ,지니틱스,KR7303030001,KOSDAQ
036180.KQ,지더블유바이텍,KR7036180008,KOSDAQ
208350.KQ,지란지교시큐리티,KR7208350009,KOSDAQ
144510.KQ,지씨셀,KR7144510005,KOSDAQ
340450.KQ,지씨지놈,KR7340450006,KOSDAQ
358570.KQ,지아이이노베이션,KR7358570000,KOSDAQ
382480.KQ,지아이텍,KR7382480002,KOSDAQ
382800.KQ,지앤비에스 에코,KR7382800001,KOSDAQ
051160.KQ,지어소프트,KR7051160000,KOSDAQ
001250.KS,GS글로벌,KR7001250000,KOSPI
007070.KS,GS리테일,KR7007070006,KOSPI
053050.KQ,지에스이,KR7053050001,KOSDAQ
499790.KS,GS피앤엘,KR7499790004,KOSPI
130500.KQ,GH신소재,KR7130500002,KOSDAQ
388610.KQ,지에프씨생명과학,KR7388610008,KOSDAQ
119850.KQ,지엔씨에너지,KR7119850006,KOSDAQ
065060.KQ,지엔코,KR7065060006,KOSDAQ
204840.KQ,지엘팜텍,KR7204840003,KOSDAQ
013870.KS,지엠비코리아,KR7013870001,KOSPI
071320.KS,지역난방공사,KR7071320006,KOSPI
311320.KQ,지오엘리먼트,KR7311320006,KOSDAQ
388050.KQ,지투파워,KR7388050007,KOSDAQ
088790.KS,진도,KR7088790001,KOSPI
018120.KQ,진로발효,KR7018120006,KOSDAQ
109820.KQ,진매트릭스,KR7109820001,KOSDAQ
086060.KQ,진바이오텍,KR7086060001,KOSDAQ
036890.KQ,진성티이씨,KR7036890002,KOSDAQ
363250.KQ,진시스템,KR7363250002,KOSDAQ
003780.KS,진양산업,KR7003780004,KOSPI
007370.KQ,진양제약,KR7007370000,KOSDAQ
010640.KS,진양폴리,KR7010640001,KOSPI
100250.KS,진양홀딩스,KR7100250000,KOSPI
051630.KS,진양화학,KR7051630002,KOSPI
272450.KS,진에어,KR7272450008,KOSPI
285800.KQ,진영,KR7285800009,KOSDAQ
011000.KS,진원생명과학,KR7011000007,KOSPI
002785.KS,진흥기업우B,KR7002781003,KOSPI
002787.KS,진흥기업2우B,KR7002782001,KOSPI
002780.KS,진흥기업,KR7002780005,KOSPI
085660.KQ,차바이오텍,KR7085660009,KOSDAQ
261780.KQ,차백신연구소,KR7261780001,KOSDAQ
900250.KQ,크리스탈신소재,KYG2115T1076,KOSDAQ
351870.KQ,차이커뮤니케이션,KR7351870001,KOSDAQ
009310.KS,참엔지니어링,KR7009310004,KOSPI
